event_id,timestamp,district_id,emergency_type,severity_level,response_time_minutes,ambulance_required,hospital_transport_required,weather_related_flag,traffic_related_flag,outcome
EMG_007645,2024-10-09 22:39:00,D12,Medical Emergency,High,8.331592593335655,1,1,0,0,Resolved On-Site
EMG_007646,2024-10-10 05:19:00,D09,Traffic Accident,High,8.679425204413356,1,1,0,1,Resolved On-Site
EMG_007647,2024-10-10 07:09:00,D13,Traffic Accident,Low,17.016800683419937,1,0,0,1,Transported to Hospital
EMG_007648,2024-10-10 08:03:00,D19,Traffic Accident,Medium,21.67014730323272,1,0,0,1,Resolved On-Site
EMG_007649,2024-10-10 09:20:00,D02,Medical Emergency,Critical,16.28767162209457,1,1,0,0,Resolved On-Site
EMG_007650,2024-10-10 10:06:00,D06,Infrastructure Failure,Low,20.23646596048421,0,0,0,0,Resolved On-Site
EMG_007651,2024-10-10 20:23:00,D09,Fire,Medium,19.14044392950868,0,0,0,0,Resolved On-Site
EMG_007652,2024-10-10 21:18:00,D12,Medical Emergency,Low,14.080720888741991,1,0,0,0,Resolved On-Site
EMG_007653,2024-10-11 01:42:00,D03,Traffic Accident,Medium,10.60420641106706,1,0,0,1,Transported to Hospital
EMG_007654,2024-10-11 03:50:00,D02,Medical Emergency,Low,16.083869908372684,1,0,0,0,Resolved On-Site
EMG_007655,2024-10-11 04:23:00,D01,Traffic Accident,High,7.267648603629645,1,1,0,1,Resolved On-Site
EMG_007657,2024-10-11 06:15:00,D14,Traffic Accident,Medium,12.007199237685406,1,0,0,1,Resolved On-Site
EMG_007658,2024-10-11 06:42:00,D14,Traffic Accident,Medium,14.677289575683554,1,0,0,1,Resolved On-Site
EMG_007656,2024-10-11 06:47:00,D05,Traffic Accident,Medium,18.666757181034423,1,0,0,1,Transported to Hospital
EMG_007659,2024-10-11 09:04:00,D07,Medical Emergency,Medium,27.60630743662812,1,0,0,0,Transported to Hospital
EMG_007660,2024-10-11 11:35:00,D10,Traffic Accident,High,6.575691952158253,1,1,0,1,Transported to Hospital
EMG_007661,2024-10-11 20:07:00,D01,Traffic Accident,Medium,14.350925495464242,1,0,0,1,Resolved On-Site
EMG_007662,2024-10-11 20:19:00,D01,Medical Emergency,Medium,16.963550986118886,1,0,0,0,Transported to Hospital
EMG_007663,2024-10-12 02:50:00,D19,Medical Emergency,Low,15.354580502363168,1,0,0,0,Resolved On-Site
EMG_007664,2024-10-12 08:28:00,D19,Traffic Accident,Medium,14.113462616612946,1,0,0,1,Referred to Other Agency
EMG_007665,2024-10-12 21:29:00,D14,Traffic Accident,Low,16.02605479744198,1,0,0,1,Transported to Hospital
EMG_007666,2024-10-12 21:37:00,D14,Medical Emergency,Medium,12.718175705953112,1,0,0,0,Resolved On-Site
EMG_007667,2024-10-13 03:21:00,D05,Traffic Accident,Medium,14.520937379276178,1,0,0,1,Transported to Hospital
EMG_007668,2024-10-13 03:36:00,D09,Infrastructure Failure,High,6.071973749803787,0,0,0,0,Resolved On-Site
EMG_007669,2024-10-13 06:58:00,D06,Fire,Medium,15.604860135963287,0,0,0,0,Resolved On-Site
EMG_007671,2024-10-13 09:13:00,D03,Public Safety Incident,Low,14.470927896166458,0,0,0,0,Transported to Hospital
EMG_007670,2024-10-13 09:58:00,D03,Traffic Accident,Low,17.00790966582241,1,0,0,1,Resolved On-Site
EMG_007673,2024-10-13 10:26:00,D20,Medical Emergency,High,11.980997586601966,1,1,0,0,Resolved On-Site
EMG_007672,2024-10-13 10:57:00,D20,Traffic Accident,Medium,13.246219084463746,1,0,0,1,Resolved On-Site
EMG_007674,2024-10-13 16:52:00,D08,Medical Emergency,Medium,11.27635426397756,1,0,0,0,Resolved On-Site
EMG_007675,2024-10-14 01:05:00,D09,Medical Emergency,Medium,11.129395172622988,1,0,0,0,Transported to Hospital
EMG_007676,2024-10-14 01:33:00,D14,Traffic Accident,Low,22.27614105364184,1,0,0,1,Resolved On-Site
EMG_007677,2024-10-14 02:29:00,D14,Traffic Accident,High,8.304493980191875,1,1,0,1,Resolved On-Site
EMG_007678,2024-10-14 07:32:00,D17,Traffic Accident,High,16.13728251384423,1,1,0,1,Resolved On-Site
EMG_007679,2024-10-14 08:57:00,D18,Medical Emergency,Low,27.47973354442515,1,0,0,0,Resolved On-Site
EMG_007680,2024-10-14 13:17:00,D09,Medical Emergency,Medium,20.8405401273392,1,0,0,0,Transported to Hospital
EMG_007681,2024-10-14 14:18:00,D04,Infrastructure Failure,Medium,19.447859516135946,0,0,0,0,Resolved On-Site
EMG_007682,2024-10-14 14:40:00,D20,Traffic Accident,Low,15.502574311212111,1,0,0,1,Transported to Hospital
EMG_007683,2024-10-14 15:09:00,D02,Medical Emergency,Medium,16.70943299084544,1,0,0,0,Transported to Hospital
EMG_007684,2024-10-14 15:43:00,D04,Medical Emergency,Low,18.02297130533728,1,0,0,0,Resolved On-Site
EMG_007685,2024-10-14 16:04:00,D06,Traffic Accident,Low,28.408897456042308,1,0,0,1,Resolved On-Site
EMG_007686,2024-10-14 19:57:00,D01,Traffic Accident,Medium,27.13892485668073,1,0,0,1,Resolved On-Site
EMG_007687,2024-10-15 00:13:00,D13,Traffic Accident,Medium,13.437964478795632,1,0,0,1,Resolved On-Site
EMG_007688,2024-10-15 05:21:00,D20,Public Safety Incident,Medium,12.217207917467771,0,0,0,0,Transported to Hospital
EMG_007689,2024-10-15 07:30:00,D11,Medical Emergency,High,33.62434635023083,1,1,0,0,Resolved On-Site
EMG_007692,2024-10-15 09:06:00,D05,Medical Emergency,Medium,23.870979272444178,1,0,0,0,Transported to Hospital
EMG_007691,2024-10-15 09:11:00,D05,Traffic Accident,Medium,26.04904261300448,1,0,0,1,Resolved On-Site
EMG_007690,2024-10-15 09:29:00,D05,Fire,Low,28.00461935101483,0,0,0,0,Transported to Hospital
EMG_007695,2024-10-15 16:16:00,D13,Traffic Accident,Medium,27.31363801929182,1,0,0,1,Resolved On-Site
EMG_007696,2024-10-15 16:21:00,D13,Infrastructure Failure,Medium,29.02945202014769,0,0,0,0,Resolved On-Site
EMG_007693,2024-10-15 16:53:00,D01,Traffic Accident,Low,47.45392785584253,1,0,0,1,Resolved On-Site
EMG_007694,2024-10-15 16:58:00,D05,Weather Emergency,Medium,44.44577737840751,0,0,1,0,Transported to Hospital
EMG_007697,2024-10-15 16:59:00,D14,Infrastructure Failure,Low,46.49153488499514,0,0,0,0,Transported to Hospital
EMG_007700,2024-10-15 17:03:00,D06,Traffic Accident,High,41.38604478673599,1,1,0,1,Transported to Hospital
EMG_007698,2024-10-15 17:17:00,D02,Traffic Accident,High,42.743097285644325,1,1,0,1,Transported to Hospital
EMG_007702,2024-10-15 17:23:00,D08,Weather Emergency,Medium,39.52649469456647,0,0,1,0,Resolved On-Site
EMG_007701,2024-10-15 17:32:00,D08,Weather Emergency,Low,43.40254590636792,0,0,1,0,Transported to Hospital
EMG_007699,2024-10-15 17:46:00,D02,Public Safety Incident,Low,45.64458851740556,0,0,0,0,Transported to Hospital
EMG_007709,2024-10-15 18:01:00,D15,Weather Emergency,Medium,45.13652700007808,0,0,1,0,Resolved On-Site
EMG_007707,2024-10-15 18:07:00,D08,Weather Emergency,Medium,41.45712467695057,0,0,1,0,Resolved On-Site
EMG_007705,2024-10-15 18:11:00,D07,Traffic Accident,Low,48.07852705091736,1,0,0,1,Transported to Hospital
EMG_007703,2024-10-15 18:13:00,D02,Traffic Accident,Medium,43.86166814881268,1,0,0,1,Resolved On-Site
EMG_007708,2024-10-15 18:25:00,D13,Traffic Accident,Medium,31.88341487760185,1,0,0,1,Resolved On-Site
EMG_007704,2024-10-15 18:44:00,D04,Traffic Accident,Medium,46.75704382598296,1,0,0,1,Resolved On-Site
EMG_007706,2024-10-15 18:48:00,D07,Weather Emergency,Critical,39.96742588883642,0,0,1,0,Resolved On-Site
EMG_007716,2024-10-15 19:02:00,D18,Medical Emergency,Medium,47.29256712224894,1,0,0,0,Resolved On-Site
EMG_007710,2024-10-15 19:05:00,D03,Infrastructure Failure,Critical,23.668001781160136,0,0,0,0,Resolved On-Site
EMG_007714,2024-10-15 19:25:00,D13,Weather Emergency,Medium,35.02725593843492,0,0,1,0,Resolved On-Site
EMG_007713,2024-10-15 19:26:00,D10,Fire,Low,38.03255169103773,0,0,0,0,Transported to Hospital
EMG_007717,2024-10-15 19:33:00,D20,Traffic Accident,Low,41.7647461955888,1,0,0,1,Resolved On-Site
EMG_007712,2024-10-15 19:45:00,D08,Weather Emergency,Low,42.37973245113161,0,0,1,0,Transported to Hospital
EMG_007715,2024-10-15 19:50:00,D16,Weather Emergency,Low,41.5685670657282,0,0,1,0,Resolved On-Site
EMG_007711,2024-10-15 19:58:00,D08,Traffic Accident,Critical,31.909491476415862,1,1,0,1,Transported to Hospital
EMG_007723,2024-10-15 20:18:00,D14,Weather Emergency,Low,34.89330891872624,0,0,1,0,Resolved On-Site
EMG_007725,2024-10-15 20:21:00,D20,Infrastructure Failure,Medium,31.787417896247625,0,0,0,0,Transported to Hospital
EMG_007724,2024-10-15 20:22:00,D20,Traffic Accident,High,27.422053824815222,1,1,0,1,Resolved On-Site
EMG_007722,2024-10-15 20:23:00,D12,Traffic Accident,Medium,32.830021733987586,1,0,0,1,Transported to Hospital
EMG_007720,2024-10-15 20:31:00,D09,Traffic Accident,Medium,36.98237520930004,1,0,0,1,Resolved On-Site
EMG_007721,2024-10-15 20:36:00,D11,Traffic Accident,High,42.23084463257895,1,1,0,1,Resolved On-Site
EMG_007718,2024-10-15 20:38:00,D01,Weather Emergency,High,37.66437019386419,0,0,1,0,Resolved On-Site
EMG_007719,2024-10-15 20:55:00,D09,Traffic Accident,Medium,39.08069069220294,1,0,0,1,Transported to Hospital
EMG_007727,2024-10-15 21:18:00,D19,Traffic Accident,Low,21.859324584309,1,0,0,1,Transported to Hospital
EMG_007726,2024-10-15 21:57:00,D19,Traffic Accident,High,18.186589925583903,1,1,0,1,Resolved On-Site
EMG_007728,2024-10-16 00:45:00,D09,Traffic Accident,Low,15.212513148725138,1,0,0,1,Transported to Hospital
EMG_007729,2024-10-16 04:07:00,D05,Traffic Accident,Low,13.691039687776176,1,0,0,1,Resolved On-Site
EMG_007730,2024-10-16 06:33:00,D06,Medical Emergency,High,14.971508225682951,1,1,0,0,Resolved On-Site
EMG_007731,2024-10-16 18:32:00,D03,Infrastructure Failure,Low,19.603344197670356,0,0,0,0,Resolved On-Site
EMG_007732,2024-10-16 23:06:00,D06,Traffic Accident,Medium,11.922408440396833,1,0,0,1,Referred to Other Agency
EMG_007733,2024-10-17 00:43:00,D17,Medical Emergency,Low,18.137598689294947,1,0,0,0,Resolved On-Site
EMG_007734,2024-10-17 06:28:00,D06,Traffic Accident,Low,24.401377083358973,1,0,0,1,Referred to Other Agency
EMG_007735,2024-10-17 06:43:00,D06,Medical Emergency,High,14.442740280203097,1,1,0,0,Resolved On-Site
EMG_007736,2024-10-17 07:25:00,D04,Traffic Accident,High,23.773212707739543,1,1,0,1,Transported to Hospital
EMG_007737,2024-10-17 09:42:00,D12,Medical Emergency,Medium,19.27802907598272,1,0,0,0,Transported to Hospital
EMG_007738,2024-10-17 10:54:00,D18,Traffic Accident,High,15.434622439485498,1,1,0,1,Resolved On-Site
EMG_007739,2024-10-17 18:10:00,D01,Medical Emergency,Medium,29.36100902390997,1,0,0,0,Transported to Hospital
EMG_007743,2024-10-17 23:11:00,D13,Weather Emergency,Medium,22.948268607556084,0,0,1,0,Resolved On-Site
EMG_007742,2024-10-17 23:20:00,D11,Traffic Accident,Medium,28.10699417111905,1,0,0,1,Transported to Hospital
EMG_007745,2024-10-17 23:20:00,D18,Weather Emergency,Medium,23.894827252576768,0,0,1,0,Resolved On-Site
EMG_007740,2024-10-17 23:25:00,D01,Infrastructure Failure,Medium,27.47316705939658,0,0,0,0,Resolved On-Site
EMG_007741,2024-10-17 23:31:00,D07,Weather Emergency,Medium,24.15685610850397,0,0,1,0,Transported to Hospital
EMG_007744,2024-10-17 23:39:00,D17,Medical Emergency,Low,30.8187072074162,1,0,0,0,Transported to Hospital
EMG_007746,2024-10-18 00:00:00,D02,Traffic Accident,Medium,25.41049270549681,1,0,0,1,Resolved On-Site
EMG_007747,2024-10-18 01:09:00,D10,Weather Emergency,Low,28.909117915209062,0,0,1,0,Transported to Hospital
EMG_007751,2024-10-18 01:09:00,D17,Fire,High,18.5608939987101,0,0,0,0,Resolved On-Site
EMG_007752,2024-10-18 01:28:00,D20,Traffic Accident,Low,28.970054543425533,1,0,0,1,Resolved On-Site
EMG_007749,2024-10-18 01:32:00,D14,Weather Emergency,Medium,27.143902266077838,0,0,1,0,Resolved On-Site
EMG_007750,2024-10-18 01:47:00,D16,Traffic Accident,Medium,27.64038973872215,1,0,0,1,Resolved On-Site
EMG_007748,2024-10-18 01:57:00,D13,Medical Emergency,Low,27.25328345064992,1,0,0,0,Resolved On-Site
EMG_007756,2024-10-18 02:01:00,D13,Fire,Medium,25.93223056482578,0,0,0,0,Resolved On-Site
EMG_007755,2024-10-18 02:16:00,D13,Medical Emergency,Low,25.0576322139181,1,0,0,0,Resolved On-Site
EMG_007757,2024-10-18 02:21:00,D17,Infrastructure Failure,Low,26.568566286555317,0,0,0,0,Resolved On-Site
EMG_007754,2024-10-18 02:50:00,D07,Weather Emergency,Low,31.70044796818164,0,0,1,0,Resolved On-Site
EMG_007758,2024-10-18 02:52:00,D17,Medical Emergency,Low,30.639310059764814,1,0,0,0,Resolved On-Site
EMG_007753,2024-10-18 02:57:00,D04,Infrastructure Failure,Low,30.950853805644268,0,0,0,0,Transported to Hospital
EMG_007763,2024-10-18 03:08:00,D16,Public Safety Incident,High,23.91087971436546,0,0,0,0,Transported to Hospital
EMG_007764,2024-10-18 03:15:00,D17,Medical Emergency,Low,28.96844570267567,1,0,0,0,Resolved On-Site
EMG_007761,2024-10-18 03:17:00,D09,Weather Emergency,Medium,26.542092869220205,0,0,1,0,Resolved On-Site
EMG_007765,2024-10-18 03:17:00,D19,Traffic Accident,Low,29.45645172469984,1,0,0,1,Resolved On-Site
EMG_007760,2024-10-18 03:25:00,D06,Traffic Accident,Low,28.023182516009832,1,0,0,1,Resolved On-Site
EMG_007759,2024-10-18 03:30:00,D05,Traffic Accident,Critical,23.959344656387238,1,1,0,1,Resolved On-Site
EMG_007762,2024-10-18 03:57:00,D13,Medical Emergency,Medium,26.221297199525857,1,0,0,0,Resolved On-Site
EMG_007767,2024-10-18 05:25:00,D12,Traffic Accident,Medium,12.186600347797514,1,0,0,1,Resolved On-Site
EMG_007766,2024-10-18 05:52:00,D12,Medical Emergency,Medium,13.293294237038465,1,0,0,0,Transported to Hospital
EMG_007768,2024-10-18 08:14:00,D20,Traffic Accident,High,16.3919877946594,1,1,0,1,Transported to Hospital
EMG_007769,2024-10-18 14:06:00,D18,Public Safety Incident,Medium,16.875695506299483,0,0,0,0,Resolved On-Site
EMG_007770,2024-10-18 16:16:00,D15,Medical Emergency,Medium,22.632593245958088,1,0,0,0,Transported to Hospital
EMG_007771,2024-10-18 17:41:00,D09,Traffic Accident,Medium,30.235801373029386,1,0,0,1,Transported to Hospital
EMG_007772,2024-10-18 17:41:00,D19,Medical Emergency,High,19.27747494335472,1,1,0,0,Transported to Hospital
EMG_007773,2024-10-18 18:58:00,D08,Traffic Accident,High,21.06018979391741,1,1,0,1,Referred to Other Agency
EMG_007774,2024-10-18 19:08:00,D17,Traffic Accident,Medium,22.28507239818766,1,0,0,1,Resolved On-Site
EMG_007775,2024-10-18 19:20:00,D18,Medical Emergency,Low,25.868367132107764,1,0,0,0,Referred to Other Agency
EMG_007776,2024-10-18 19:28:00,D20,Medical Emergency,Medium,20.46811137688692,1,0,0,0,Resolved On-Site
EMG_007777,2024-10-18 22:19:00,D08,Public Safety Incident,High,8.316073810185797,0,0,0,0,Transported to Hospital
EMG_007778,2024-10-19 08:14:00,D17,Traffic Accident,High,10.01449118895889,1,1,0,1,Resolved On-Site
EMG_007780,2024-10-19 10:17:00,D19,Medical Emergency,Medium,15.260382979102086,1,0,0,0,Transported to Hospital
EMG_007779,2024-10-19 10:31:00,D19,Traffic Accident,High,14.536567393670111,1,1,0,1,Transported to Hospital
EMG_007781,2024-10-19 21:42:00,D17,Medical Emergency,Medium,14.709891513228788,1,0,0,0,Resolved On-Site
EMG_007782,2024-10-20 05:49:00,D09,Medical Emergency,Medium,13.265274213923185,1,0,0,0,Referred to Other Agency
EMG_007783,2024-10-20 06:03:00,D16,Medical Emergency,High,9.475123871317493,1,1,0,0,Transported to Hospital
EMG_007784,2024-10-20 08:14:00,D05,Public Safety Incident,Low,17.560217943444325,0,0,0,0,Resolved On-Site
EMG_007786,2024-10-20 12:11:00,D20,Medical Emergency,Medium,15.780353062298374,1,0,0,0,Resolved On-Site
EMG_007785,2024-10-20 12:27:00,D04,Traffic Accident,Low,19.905334187771835,1,0,0,1,Transported to Hospital
EMG_007787,2024-10-20 14:09:00,D20,Fire,Low,18.913172848278236,0,0,0,0,Transported to Hospital
EMG_007788,2024-10-20 16:49:00,D11,Traffic Accident,Low,30.56060740383395,1,0,0,1,Transported to Hospital
EMG_007789,2024-10-20 16:52:00,D15,Medical Emergency,Low,22.753070853383704,1,0,0,0,Resolved On-Site
EMG_007790,2024-10-20 22:53:00,D07,Traffic Accident,Medium,14.977050526369124,1,0,0,1,Resolved On-Site
EMG_007791,2024-10-21 00:46:00,D15,Medical Emergency,Low,14.920084554350437,1,0,0,0,Transported to Hospital
EMG_007792,2024-10-21 01:29:00,D16,Traffic Accident,High,8.22080469002663,1,1,0,1,Resolved On-Site
EMG_007793,2024-10-21 16:24:00,D04,Fire,Medium,27.731601930279183,0,0,0,0,Transported to Hospital
EMG_007794,2024-10-21 17:33:00,D17,Medical Emergency,Low,21.026258226822552,1,0,0,0,Resolved On-Site
EMG_007796,2024-10-21 20:29:00,D11,Traffic Accident,Low,30.22083814000517,1,0,0,1,Transported to Hospital
EMG_007795,2024-10-21 20:57:00,D04,Medical Emergency,Low,23.904748397203544,1,0,0,0,Transported to Hospital
EMG_007797,2024-10-22 01:31:00,D14,Medical Emergency,Low,15.102559952775938,1,0,0,0,Resolved On-Site
EMG_007798,2024-10-22 04:27:00,D20,Medical Emergency,Low,14.771693787297684,1,0,0,0,Resolved On-Site
EMG_007799,2024-10-22 06:16:00,D19,Public Safety Incident,High,15.88173294697648,0,0,0,0,Resolved On-Site
EMG_007800,2024-10-22 11:13:00,D10,Traffic Accident,Medium,11.359131487125392,1,0,0,1,Transported to Hospital
EMG_007801,2024-10-22 11:43:00,D18,Traffic Accident,Low,22.37545190204997,1,0,0,1,Transported to Hospital
EMG_007803,2024-10-22 14:26:00,D10,Medical Emergency,Low,17.054795008352222,1,0,0,0,Resolved On-Site
EMG_007802,2024-10-22 14:39:00,D09,Infrastructure Failure,Medium,22.633339812109263,0,0,0,0,Resolved On-Site
EMG_007804,2024-10-22 16:25:00,D20,Traffic Accident,Low,24.37299258032613,1,0,0,1,Resolved On-Site
EMG_007805,2024-10-22 17:04:00,D18,Fire,High,17.73224797336547,0,0,0,0,Resolved On-Site
EMG_007806,2024-10-22 18:05:00,D11,Medical Emergency,Low,36.06413348910456,1,0,0,0,Resolved On-Site
EMG_007807,2024-10-22 18:19:00,D11,Public Safety Incident,Medium,33.0256653569222,0,0,0,0,Referred to Other Agency
EMG_007808,2024-10-22 20:49:00,D04,Traffic Accident,High,16.85339142240266,1,1,0,1,Resolved On-Site
EMG_007811,2024-10-22 21:03:00,D01,Infrastructure Failure,High,15.904960393181716,0,0,0,0,Resolved On-Site
EMG_007810,2024-10-22 21:36:00,D01,Medical Emergency,Low,27.14256710132461,1,0,0,0,Resolved On-Site
EMG_007809,2024-10-22 21:52:00,D01,Medical Emergency,Medium,15.953340494266824,1,0,0,0,Resolved On-Site
EMG_007812,2024-10-22 23:55:00,D06,Medical Emergency,Low,19.075163110099226,1,0,0,0,Resolved On-Site
EMG_007813,2024-10-23 00:49:00,D14,Traffic Accident,Low,17.90362573216918,1,0,0,1,Transported to Hospital
EMG_007814,2024-10-23 09:45:00,D06,Traffic Accident,Low,25.294790272768395,1,0,0,1,Resolved On-Site
EMG_007815,2024-10-23 10:48:00,D02,Traffic Accident,Low,22.38084339262185,1,0,0,1,Transported to Hospital
EMG_007816,2024-10-23 11:12:00,D20,Traffic Accident,Medium,17.09019609863565,1,0,0,1,Resolved On-Site
EMG_007817,2024-10-23 13:32:00,D08,Medical Emergency,Low,16.53357360657805,1,0,0,0,Resolved On-Site
EMG_007819,2024-10-23 18:07:00,D17,Medical Emergency,Critical,11.753350316550517,1,1,0,0,Transported to Hospital
EMG_007818,2024-10-23 18:55:00,D04,Public Safety Incident,Medium,29.74722942696154,0,0,0,0,Transported to Hospital
EMG_007820,2024-10-24 03:47:00,D19,Traffic Accident,Low,12.259855059781996,1,0,0,1,Transported to Hospital
EMG_007822,2024-10-24 04:40:00,D02,Traffic Accident,Medium,12.626654006154258,1,0,0,1,Resolved On-Site
EMG_007821,2024-10-24 04:52:00,D02,Medical Emergency,Low,20.36856412760768,1,0,0,0,Resolved On-Site
EMG_007823,2024-10-24 07:28:00,D19,Medical Emergency,Medium,23.04280992531991,1,0,0,0,Transported to Hospital
EMG_007824,2024-10-24 18:23:00,D01,Medical Emergency,Medium,26.740046546604923,1,0,0,0,Resolved On-Site
EMG_007825,2024-10-24 20:34:00,D02,Traffic Accident,Low,20.69141865527627,1,0,0,1,Resolved On-Site
EMG_007826,2024-10-24 21:51:00,D11,Medical Emergency,Medium,25.75110232802595,1,0,0,0,Referred to Other Agency
EMG_007827,2024-10-25 06:37:00,D05,Traffic Accident,Low,22.175939543539343,1,0,0,1,Transported to Hospital
EMG_007829,2024-10-25 09:17:00,D19,Public Safety Incident,Low,25.776858975060893,0,0,0,0,Resolved On-Site
EMG_007828,2024-10-25 09:18:00,D19,Traffic Accident,Low,26.894609804991777,1,0,0,1,Transported to Hospital
EMG_007830,2024-10-25 09:30:00,D19,Medical Emergency,Low,26.44787620427685,1,0,0,0,Resolved On-Site
EMG_007831,2024-10-25 13:10:00,D14,Medical Emergency,High,9.886898617181988,1,1,0,0,Resolved On-Site
EMG_007832,2024-10-25 13:21:00,D14,Medical Emergency,Medium,15.148369300927204,1,0,0,0,Resolved On-Site
EMG_007835,2024-10-25 15:01:00,D16,Weather Emergency,Medium,29.155803461492592,0,0,1,0,Resolved On-Site
EMG_007834,2024-10-25 15:18:00,D15,Weather Emergency,High,35.47494975376959,0,0,1,0,Resolved On-Site
EMG_007836,2024-10-25 15:32:00,D16,Traffic Accident,Low,32.86148694498936,1,0,0,1,Resolved On-Site
EMG_007837,2024-10-25 15:50:00,D17,Fire,Low,40.03734756472311,0,0,0,0,Transported to Hospital
EMG_007833,2024-10-25 15:58:00,D06,Fire,Medium,37.81195257020674,0,0,0,0,Transported to Hospital
EMG_007842,2024-10-25 16:03:00,D16,Public Safety Incident,High,36.73348793577579,0,0,0,0,Resolved On-Site
EMG_007841,2024-10-25 16:10:00,D11,Fire,Medium,42.38869370707615,0,0,0,0,Transported to Hospital
EMG_007838,2024-10-25 16:13:00,D01,Weather Emergency,High,40.557198196713685,0,0,1,0,Resolved On-Site
EMG_007840,2024-10-25 16:17:00,D10,Weather Emergency,Low,36.6400385061492,0,0,1,0,Resolved On-Site
EMG_007843,2024-10-25 16:20:00,D17,Weather Emergency,Medium,39.55458438529593,0,0,1,0,Resolved On-Site
EMG_007845,2024-10-25 16:25:00,D20,Traffic Accident,Medium,41.783610881151525,1,0,0,1,Transported to Hospital
EMG_007844,2024-10-25 16:53:00,D17,Weather Emergency,Low,44.68165949149687,0,0,1,0,Resolved On-Site
EMG_007839,2024-10-25 16:54:00,D04,Medical Emergency,High,39.24608996615793,1,1,0,0,Resolved On-Site
EMG_007849,2024-10-25 17:07:00,D14,Traffic Accident,Medium,37.6765605866189,1,0,0,1,Resolved On-Site
EMG_007847,2024-10-25 17:18:00,D07,Traffic Accident,High,40.48374034342336,1,1,0,1,Resolved On-Site
EMG_007854,2024-10-25 17:19:00,D20,Traffic Accident,High,37.88300549176953,1,1,0,1,Transported to Hospital
EMG_007855,2024-10-25 17:24:00,D20,Fire,Low,40.26153433710486,0,0,0,0,Resolved On-Site
EMG_007848,2024-10-25 17:33:00,D12,Infrastructure Failure,Medium,36.099256215685465,0,0,0,0,Resolved On-Site
EMG_007851,2024-10-25 17:36:00,D16,Medical Emergency,High,34.97305560856994,1,1,0,0,Resolved On-Site
EMG_007850,2024-10-25 17:40:00,D16,Infrastructure Failure,Medium,36.65754715743951,0,0,0,0,Transported to Hospital
EMG_007852,2024-10-25 17:43:00,D19,Traffic Accident,Medium,40.671543910436526,1,0,0,1,Transported to Hospital
EMG_007853,2024-10-25 17:52:00,D20,Weather Emergency,Medium,42.99747986123447,0,0,1,0,Transported to Hospital
EMG_007846,2024-10-25 17:58:00,D03,Medical Emergency,Medium,31.660679717071577,1,0,0,0,Transported to Hospital
EMG_007859,2024-10-25 18:03:00,D08,Traffic Accident,Low,43.76132022942619,1,0,0,1,Referred to Other Agency
EMG_007864,2024-10-25 18:04:00,D14,Traffic Accident,High,35.44390743930109,1,1,0,1,Resolved On-Site
EMG_007861,2024-10-25 18:11:00,D12,Medical Emergency,Low,41.23484668233428,1,0,0,0,Resolved On-Site
EMG_007860,2024-10-25 18:30:00,D09,Public Safety Incident,Low,49.66094460410864,0,0,0,0,Transported to Hospital
EMG_007867,2024-10-25 18:41:00,D20,Weather Emergency,Medium,36.64099299149713,0,0,1,0,Transported to Hospital
EMG_007863,2024-10-25 18:41:00,D14,Traffic Accident,Low,43.67664727752407,1,0,0,1,Transported to Hospital
EMG_007858,2024-10-25 18:52:00,D04,Fire,Low,47.467771453886186,0,0,0,0,Resolved On-Site
EMG_007865,2024-10-25 18:54:00,D15,Traffic Accident,Low,49.41019496760448,1,0,0,1,Resolved On-Site
EMG_007856,2024-10-25 18:54:00,D03,Medical Emergency,Medium,29.662140195182022,1,0,0,0,Resolved On-Site
EMG_007862,2024-10-25 18:54:00,D14,Weather Emergency,Medium,40.00826428585137,0,0,1,0,Transported to Hospital
EMG_007857,2024-10-25 18:57:00,D03,Traffic Accident,Medium,35.57454269826172,1,0,0,1,Transported to Hospital
EMG_007866,2024-10-25 18:58:00,D20,Infrastructure Failure,Low,44.87393593468765,0,0,0,0,Resolved On-Site
EMG_007868,2024-10-25 19:00:00,D04,Traffic Accident,High,42.54618552567025,1,1,0,1,Resolved On-Site
EMG_007870,2024-10-25 19:03:00,D07,Traffic Accident,Low,52.59628887356393,1,0,0,1,Transported to Hospital
EMG_007872,2024-10-25 19:22:00,D13,Traffic Accident,Medium,33.30536751303816,1,0,0,1,Resolved On-Site
EMG_007873,2024-10-25 19:29:00,D16,Medical Emergency,Medium,40.85382187303156,1,0,0,0,Resolved On-Site
EMG_007869,2024-10-25 19:38:00,D04,Medical Emergency,Medium,47.25058936983745,1,0,0,0,Transported to Hospital
EMG_007871,2024-10-25 19:44:00,D11,Weather Emergency,Low,47.981004446144766,0,0,1,0,Resolved On-Site
EMG_007874,2024-10-25 21:01:00,D04,Medical Emergency,Low,26.35850606977299,1,0,0,0,Transported to Hospital
EMG_007876,2024-10-26 01:05:00,D15,Fire,High,7.571623716724348,0,0,0,0,Transported to Hospital
EMG_007875,2024-10-26 01:39:00,D11,Medical Emergency,Low,17.367047191506096,1,0,0,0,Resolved On-Site
EMG_007877,2024-10-26 05:29:00,D03,Medical Emergency,Medium,14.67248243900253,1,0,0,0,Resolved On-Site
EMG_007878,2024-10-26 06:38:00,D20,Traffic Accident,High,9.994576135327804,1,1,0,1,Resolved On-Site
EMG_007879,2024-10-26 08:48:00,D06,Public Safety Incident,Medium,21.06643119366105,0,0,0,0,Transported to Hospital
